,label,dim_0,dim_1,layer,fold,text,iteration
689,Rouble,-17.231794357299805,6.416522979736328,output,dev,What currency is used in russia,210
690,Pound,0.8102003335952759,5.110787391662598,average,dev,What currency is used in england,210
691,Pound,-1.0463393926620483,-1.0339694023132324,output,dev,What currency is used in england,210
692,Moscow,-3.9013471603393555,0.1803499460220337,average,dev,What is the capital and largest city of russia,210
693,Moscow,-8.288021087646484,12.410754203796387,output,dev,What is the capital and largest city of russia,210
694,London,0.24966692924499512,0.20147240161895752,average,dev,What is the capital and largest city of england,210
695,London,15.2811918258667,7.294791221618652,output,dev,What is the capital and largest city of england,210
696,Rouble,-3.5066797733306885,3.9054903984069824,average,dev,What 's the currency in russia,210
697,Rouble,-17.58749771118164,6.672821044921875,output,dev,What 's the currency in russia,210
698,Pound,0.6443343758583069,3.9266128540039062,average,dev,What 's the currency in england,210
699,Pound,-0.9833546876907349,-1.0027748346328735,output,dev,What 's the currency in england,210
700,Moscow,-4.06721305847168,-1.0038245916366577,average,dev,What 's the capital of russia,210
701,Moscow,-6.015210151672363,13.921435356140137,output,dev,What 's the capital of russia,210
702,London,0.0838010311126709,-0.9827021360397339,average,dev,What 's the capital of england,210
703,London,17.491018295288086,8.774277687072754,output,dev,What 's the capital of england,210
704,Rouble,-4.553910255432129,4.373234748840332,average,train,What is this currency of russia,220
705,Rouble,-20.176321029663086,7.678112506866455,output,train,What is this currency of russia,220
706,Pound,-0.3528245687484741,4.4047393798828125,average,train,What is this currency of england,220
707,Pound,-1.902722954750061,-0.7866610884666443,output,train,What is this currency of england,220
708,Moscow,-4.285450458526611,0.26518452167510986,average,train,What is this capital of russia,220
709,Moscow,-10.460760116577148,12.660669326782227,output,train,What is this capital of russia,220
710,London,-0.08436501026153564,0.296689510345459,average,train,What is this capital of england,220
711,London,14.437304496765137,6.991431713104248,output,train,What is this capital of england,220
712,Rouble,-4.4491047859191895,3.47125244140625,average,train,What 's russia 's currency,220
713,Rouble,-22.09122657775879,8.710538864135742,output,train,What 's russia 's currency,220
714,Pound,-0.24801932275295258,3.5027575492858887,average,train,What 's england 's currency,220
715,Pound,-3.158271074295044,-0.11226236820220947,output,train,What 's england 's currency,220
716,Moscow,-4.18064546585083,-0.6367977857589722,average,train,What 's russia 's capital,220
717,Moscow,-7.34382438659668,16.09715461730957,output,train,What 's russia 's capital,220
718,London,0.020440220832824707,-0.6052926778793335,average,train,What 's england 's capital,220
719,London,17.89725112915039,10.256834983825684,output,train,What 's england 's capital,220
720,Rouble,-3.3642706871032715,5.086190223693848,average,dev,What currency is used in russia,220
721,Rouble,-18.18236541748047,6.760716438293457,output,dev,What currency is used in russia,220
722,Pound,0.8368146419525146,5.117694854736328,average,dev,What currency is used in england,220
723,Pound,-1.0952579975128174,-1.0598011016845703,output,dev,What currency is used in england,220
724,Moscow,-3.924989700317383,0.149450421333313,average,dev,What is the capital and largest city of russia,220
725,Moscow,-8.633292198181152,13.160123825073242,output,dev,What is the capital and largest city of russia,220
726,London,0.27609580755233765,0.1809554100036621,average,dev,What is the capital and largest city of england,220
727,London,15.993989944458008,7.583677768707275,output,dev,What is the capital and largest city of england,220
728,Rouble,-3.5072386264801025,3.924079656600952,average,dev,What 's the currency in russia,220
729,Rouble,-18.44036293029785,6.97555685043335,output,dev,What 's the currency in russia,220
730,Pound,0.6938468217849731,3.9555845260620117,average,dev,What 's the currency in england,220
731,Pound,-0.978644847869873,-1.0483723878860474,output,dev,What 's the currency in england,220
732,Moscow,-4.067957401275635,-1.012660026550293,average,dev,What 's the capital of russia,220
733,Moscow,-6.270594596862793,14.627052307128906,output,dev,What 's the capital of russia,220
734,London,0.13312804698944092,-0.9811550378799438,average,dev,What 's the capital of england,220
735,London,18.240076065063477,9.039176940917969,output,dev,What 's the capital of england,220
736,Rouble,-4.583608627319336,4.355264663696289,average,train,What is this currency of russia,230
737,Rouble,-21.2221622467041,8.068830490112305,output,train,What is this currency of russia,230
738,Pound,-0.3360869884490967,4.396718502044678,average,train,What is this currency of england,230
739,Pound,-1.9970548152923584,-0.8017269372940063,output,train,What is this currency of england,230
740,Moscow,-4.310584545135498,0.2282697558403015,average,train,What is this capital of russia,230
741,Moscow,-10.793680191040039,13.402170181274414,output,train,What is this capital of russia,230
742,London,-0.06306290626525879,0.26972371339797974,average,train,What is this capital of england,230
743,London,15.112964630126953,7.294024467468262,output,train,What is this capital of england,230
744,Rouble,-4.434537887573242,3.5046446323394775,average,train,What 's russia 's currency,230
745,Rouble,-22.967784881591797,9.024144172668457,output,train,What 's russia 's currency,230
746,Pound,-0.18701598048210144,3.5460987091064453,average,train,What 's england 's currency,230
747,Pound,-2.965657949447632,-0.2724371552467346,output,train,What 's england 's currency,230
748,Moscow,-4.161513805389404,-0.6223500967025757,average,train,What 's russia 's capital,230
749,Moscow,-7.612884044647217,16.71459197998047,output,train,What 's russia 's capital,230
750,London,0.08600819110870361,-0.5808961391448975,average,train,What 's england 's capital,230
751,London,18.627267837524414,10.441167831420898,output,train,What 's england 's capital,230
752,Rouble,-3.3858675956726074,5.083035469055176,average,dev,What currency is used in russia,230
753,Rouble,-19.078702926635742,7.079593658447266,output,dev,What currency is used in russia,230
754,Pound,0.8616540431976318,5.1244893074035645,average,dev,What currency is used in england,230
755,Pound,-1.1461745500564575,-1.0822639465332031,output,dev,What currency is used in england,230
756,Moscow,-3.946072816848755,0.11994338035583496,average,dev,What is the capital and largest city of russia,230
757,Moscow,-8.929802894592285,13.875762939453125,output,dev,What is the capital and largest city of russia,230
758,London,0.3014488220214844,0.16139733791351318,average,dev,What is the capital and largest city of england,230
759,London,16.684955596923828,7.863628387451172,output,dev,What is the capital and largest city of england,230
760,Rouble,-3.50872802734375,3.942901849746704,average,dev,What 's the currency in russia,230
761,Rouble,-19.24143409729004,7.254543304443359,output,dev,What 's the currency in russia,230
762,Pound,0.7387937307357788,3.984355926513672,average,dev,What 's the currency in england,230
763,Pound,-0.977794885635376,-1.0888577699661255,output,dev,What 's the currency in england,230
764,Moscow,-4.068933010101318,-1.0201900005340576,average,dev,What 's the capital of russia,230
765,Moscow,-6.496838092803955,15.292655944824219,output,dev,What 's the capital of russia,230
766,London,0.17858850955963135,-0.9787360429763794,average,dev,What 's the capital of england,230
767,London,18.949541091918945,9.287116050720215,output,dev,What 's the capital of england,230
768,Rouble,-4.612529754638672,4.337418556213379,average,train,What is this currency of russia,240
769,Rouble,-22.235300064086914,8.445076942443848,output,train,What is this currency of russia,240
770,Pound,-0.3231015205383301,4.388030052185059,average,train,What is this currency of england,240
771,Pound,-2.0939998626708984,-0.8140859007835388,output,train,What is this currency of england,240
772,Moscow,-4.333810329437256,0.19270575046539307,average,train,What is this capital of russia,240
773,Moscow,-11.085223197937012,14.115154266357422,output,train,What is this capital of russia,240
774,London,-0.044382333755493164,0.24331700801849365,average,train,What is this capital of england,240
775,London,15.760140419006348,7.594882965087891,output,train,What is this capital of england,240
776,Rouble,-4.429170608520508,3.5361132621765137,average,train,What 's russia 's currency,240
777,Rouble,-23.839948654174805,9.336207389831543,output,train,What 's russia 's currency,240
778,Pound,-0.1397424340248108,3.586724281311035,average,train,What 's england 's currency,240
779,Pound,-2.8315138816833496,-0.402793824672699,output,train,What 's england 's currency,240
780,Moscow,-4.150451183319092,-0.6085999011993408,average,train,What 's russia 's capital,240
781,Moscow,-7.901654243469238,17.30038070678711,output,train,What 's russia 's capital,240
782,London,0.1389768123626709,-0.5579888820648193,average,train,What 's england 's capital,240
783,London,19.221832275390625,10.637178421020508,output,train,What 's england 's capital,240
784,Rouble,-3.407938003540039,5.079584121704102,average,dev,What currency is used in russia,240
785,Rouble,-19.956884384155273,7.390680313110352,output,dev,What currency is used in russia,240
786,Pound,0.8814900517463684,5.130195617675781,average,dev,What currency is used in england,240
787,Pound,-1.2047547101974487,-1.0997700691223145,output,dev,What currency is used in england,240
788,Moscow,-3.9658732414245605,0.09157669544219971,average,dev,What is the capital and largest city of russia,240
789,Moscow,-9.192524909973145,14.562494277954102,output,dev,What is the capital and largest city of russia,240
790,London,0.3235546946525574,0.1421879529953003,average,dev,What is the capital and largest city of england,240
791,London,17.341577529907227,8.140684127807617,output,dev,What is the capital and largest city of england,240
792,Rouble,-3.515367031097412,3.9605093002319336,average,dev,What 's the currency in russia,240
793,Rouble,-20.03582763671875,7.531064987182617,output,dev,What 's the currency in russia,240
794,Pound,0.7740610837936401,4.011120796203613,average,dev,What 's the currency in england,240
795,Pound,-0.991797685623169,-1.1209115982055664,output,dev,What 's the currency in england,240
796,Moscow,-4.073302268981934,-1.0274982452392578,average,dev,What 's the capital of russia,240
797,Moscow,-6.716086387634277,15.927197456359863,output,dev,What 's the capital of russia,240
798,London,0.2161257266998291,-0.9768869876861572,average,dev,What 's the capital of england,240
799,London,19.605056762695312,9.526529312133789,output,dev,What 's the capital of england,240
800,Rouble,-4.646795749664307,4.317569255828857,average,train,What is this currency of russia,250
801,Rouble,-23.306913375854492,8.845166206359863,output,train,What is this currency of russia,250
802,Pound,-0.3240131139755249,4.375168323516846,average,train,What is this currency of england,250
803,Pound,-2.207850694656372,-0.8202016353607178,output,train,What is this currency of england,250
804,Moscow,-4.356890678405762,0.15755152702331543,average,train,What is this capital of russia,250
805,Moscow,-11.335908889770508,14.794086456298828,output,train,What is this capital of russia,250
806,London,-0.03410804271697998,0.21515047550201416,average,train,What is this capital of england,250
807,London,16.36334228515625,7.902510643005371,output,train,What is this capital of england,250
808,Rouble,-4.453854084014893,3.557732105255127,average,train,What 's russia 's currency,250
809,Rouble,-24.880205154418945,9.721619606018066,output,train,What 's russia 's currency,250
810,Pound,-0.13107137382030487,3.6153311729431152,average,train,What 's england 's currency,250
811,Pound,-2.9534969329833984,-0.4051206111907959,output,train,What 's england 's currency,250
812,Moscow,-4.163949012756348,-0.602285623550415,average,train,What 's russia 's capital,250
813,Moscow,-8.280533790588379,17.884681701660156,output,train,What 's russia 's capital,250
814,London,0.15883365273475647,-0.5446865558624268,average,train,What 's england 's capital,250
815,London,19.6898136138916,10.855213165283203,output,train,What 's england 's capital,250
816,Rouble,-3.4370388984680176,5.0735015869140625,average,dev,What currency is used in russia,250
817,Rouble,-20.922407150268555,7.741696357727051,output,dev,What currency is used in russia,250
818,Pound,0.8857437968254089,5.131100654602051,average,dev,What currency is used in england,250
819,Pound,-1.2855863571166992,-1.1085431575775146,output,dev,What currency is used in england,250
820,Moscow,-3.9863710403442383,0.06330585479736328,average,dev,What is the capital and largest city of russia,250
821,Moscow,-9.42177963256836,15.214853286743164,output,dev,What is the capital and largest city of russia,250
822,London,0.33641159534454346,0.12090480327606201,average,dev,What is the capital and largest city of england,250
823,London,17.949108123779297,8.4232177734375,output,dev,What is the capital and largest city of england,250
824,Rouble,-3.5409679412841797,3.97171950340271,average,dev,What 's the currency in russia,250
825,Rouble,-20.959714889526367,7.865592002868652,output,dev,What 's the currency in russia,250
826,Pound,0.7818148136138916,4.029318332672119,average,dev,What 's the currency in england,250
827,Pound,-1.0535978078842163,-1.1347664594650269,output,dev,What 's the currency in england,250
828,Moscow,-4.0903000831604,-1.0384762287139893,average,dev,What 's the capital of russia,250
829,Moscow,-6.955927848815918,16.536144256591797,output,dev,What 's the capital of russia,250
830,London,0.23248255252838135,-0.9808772802352905,average,dev,What 's the capital of england,250
831,London,20.18297004699707,9.770730018615723,output,dev,What 's the capital of england,250
832,Rouble,-4.672616958618164,4.2994513511657715,average,train,What is this currency of russia,260
833,Rouble,-24.236467361450195,9.164228439331055,output,train,What is this currency of russia,260
834,Pound,-0.3170342445373535,4.363382339477539,average,train,What is this currency of england,260
835,Pound,-2.2946441173553467,-0.835054874420166,output,train,What is this currency of england,260
836,Moscow,-4.3740081787109375,0.12500548362731934,average,train,What is this capital of russia,260
837,Moscow,-11.4745512008667,15.39059066772461,output,train,What is this capital of russia,260
838,London,-0.018425464630126953,0.18893659114837646,average,train,What is this capital of england,260
839,London,17.0064754486084,8.171010971069336,output,train,What is this capital of england,260
840,Rouble,-4.46257209777832,3.5785608291625977,average,train,What 's russia 's currency,260
841,Rouble,-25.733686447143555,10.00433349609375,output,train,What 's russia 's currency,260
842,Pound,-0.10698948800563812,3.6424920558929443,average,train,What 's england 's currency,260
843,Pound,-2.9458470344543457,-0.46924006938934326,output,train,What 's england 's currency,260
844,Moscow,-4.163963794708252,-0.5958847999572754,average,train,What 's russia 's capital,260
845,Moscow,-8.486114501953125,18.36903953552246,output,train,What 's russia 's capital,260
846,London,0.19161921739578247,-0.5319535732269287,average,train,What 's england 's capital,260
847,London,20.240032196044922,11.022266387939453,output,train,What 's england 's capital,260
848,Rouble,-3.4586689472198486,5.068195819854736,average,dev,What currency is used in russia,260
849,Rouble,-21.75081443786621,8.014871597290039,output,dev,What currency is used in russia,260
850,Pound,0.8969137668609619,5.132126808166504,average,dev,What currency is used in england,260
851,Pound,-1.3430075645446777,-1.1244149208068848,output,dev,What currency is used in england,260
852,Moscow,-4.001392841339111,0.03716588020324707,average,dev,What is the capital and largest city of russia,260
853,Moscow,-9.54304027557373,15.78521728515625,output,dev,What is the capital and largest city of russia,260
854,London,0.3541896939277649,0.1010969877243042,average,dev,What is the capital and largest city of england,260
855,London,18.593994140625,8.66615104675293,output,dev,What is the capital and largest city of england,260
856,Rouble,-3.5550942420959473,3.9826838970184326,average,dev,What 's the currency in russia,260
857,Rouble,-21.731653213500977,8.115856170654297,output,dev,What 's the currency in russia,260
858,Pound,0.8004884719848633,4.046615123748779,average,dev,What 's the currency in england,260
859,Pound,-1.0838408470153809,-1.1579827070236206,output,dev,What 's the currency in england,260
860,Moscow,-4.097818374633789,-1.0483458042144775,average,dev,What 's the capital of russia,260
861,Moscow,-7.066365718841553,17.05771255493164,output,dev,What 's the capital of russia,260
862,London,0.2577643394470215,-0.9844146966934204,average,dev,What 's the capital of england,260
863,London,20.811504364013672,9.97221565246582,output,dev,What 's the capital of england,260
864,Rouble,-4.700644493103027,4.281960964202881,average,train,What is this currency of russia,270
865,Rouble,-25.174081802368164,9.484957695007324,output,train,What is this currency of russia,270
866,Pound,-0.3167217969894409,4.351081848144531,average,train,What is this currency of england,270
867,Pound,-2.3914437294006348,-0.8457579612731934,output,train,What is this currency of england,270
868,Moscow,-4.39178991317749,0.09453010559082031,average,train,What is this capital of russia,270
869,Moscow,-11.621316909790039,15.955462455749512,output,train,What is this capital of russia,270
870,London,-0.00786745548248291,0.1636509895324707,average,train,What is this capital of england,270
871,London,17.59408950805664,8.435099601745605,output,train,What is this capital of england,270
872,Rouble,-4.482575416564941,3.595020294189453,average,train,What 's russia 's currency,270
873,Rouble,-26.6390380859375,10.308459281921387,output,train,What 's russia 's currency,270
874,Pound,-0.09865272790193558,3.6641411781311035,average,train,What 's england 's currency,270
875,Pound,-3.0443665981292725,-0.47960054874420166,output,train,What 's england 's currency,270
876,Moscow,-4.173720836639404,-0.5924105644226074,average,train,What 's russia 's capital,270
877,Moscow,-8.74628734588623,18.840484619140625,output,train,What 's russia 's capital,270
878,London,0.21020162105560303,-0.523289680480957,average,train,What 's england 's capital,270
879,London,20.70711898803711,11.197196006774902,output,train,What 's england 's capital,270
880,Rouble,-3.482774257659912,5.062509536743164,average,dev,What currency is used in russia,270
881,Rouble,-22.598844528198242,8.296332359313965,output,dev,What currency is used in russia,270
882,Pound,0.90114825963974,5.1316304206848145,average,dev,What currency is used in england,270
883,Pound,-1.4125385284423828,-1.1353187561035156,output,dev,What currency is used in england,270
884,Moscow,-4.017213821411133,0.012592554092407227,average,dev,What is the capital and largest city of russia,270
885,Moscow,-9.674274444580078,16.325027465820312,output,dev,What is the capital and largest city of russia,270
886,London,0.36670881509780884,0.08171343803405762,average,dev,What is the capital and largest city of england,270
887,London,19.18232536315918,8.905594825744629,output,dev,What is the capital and largest city of england,270
888,Rouble,-3.5761678218841553,3.991021156311035,average,dev,What 's the currency in russia,270
889,Rouble,-22.541025161743164,8.382084846496582,output,dev,What 's the currency in russia,270
890,Pound,0.807754635810852,4.0601420402526855,average,dev,What 's the currency in england,270
891,Pound,-1.1363353729248047,-1.1725589036941528,output,dev,What 's the currency in england,270
892,Moscow,-4.110607147216797,-1.058895468711853,average,dev,What 's the capital of russia,270
893,Moscow,-7.207335472106934,17.555126190185547,output,dev,What 's the capital of russia,270
894,London,0.2733151912689209,-0.9897745847702026,average,dev,What 's the capital of england,270
895,London,21.373056411743164,10.172933578491211,output,dev,What 's the capital of england,270
896,Rouble,-4.726589202880859,4.266444206237793,average,train,What is this currency of russia,280
897,Rouble,-26.03376007080078,9.761197090148926,output,train,What is this currency of russia,280
898,Pound,-0.3155241012573242,4.340429782867432,average,train,What is this currency of england,280
899,Pound,-2.4859559535980225,-0.8564578890800476,output,train,What is this currency of england,280
900,Moscow,-4.41060733795166,0.06677687168121338,average,train,What is this capital of russia,280
901,Moscow,-11.767698287963867,16.479211807250977,output,train,What is this capital of russia,280
902,London,0.000457763671875,0.1407623291015625,average,train,What is this capital of england,280
903,London,18.163970947265625,8.675188064575195,output,train,What is this capital of england,280
904,Rouble,-4.491293907165527,3.6112613677978516,average,train,What 's russia 's currency,280
905,Rouble,-27.415435791015625,10.544246673583984,output,train,What 's russia 's currency,280
906,Pound,-0.0802290216088295,3.6852469444274902,average,train,What 's england 's currency,280
907,Pound,-3.0579335689544678,-0.5311753749847412,output,train,What 's england 's currency,280
908,Moscow,-4.175312042236328,-0.5884060859680176,average,train,What 's russia 's capital,280
909,Moscow,-8.933691024780273,19.256643295288086,output,train,What 's russia 's capital,280
910,London,0.23575285077095032,-0.5144205093383789,average,train,What 's england 's capital,280
911,London,21.208505630493164,11.34000015258789,output,train,What 's england 's capital,280
912,Rouble,-3.5033583641052246,5.05778694152832,average,dev,What currency is used in russia,280
913,Rouble,-23.361148834228516,8.529817581176758,output,dev,What currency is used in russia,280
914,Pound,0.9077068567276001,5.131772518157959,average,dev,What currency is used in england,280
915,Pound,-1.4783494472503662,-1.1465198993682861,output,dev,What currency is used in england,280
916,Moscow,-4.033350944519043,-0.009763598442077637,average,dev,What is the capital and largest city of russia,280
917,Moscow,-9.800517082214355,16.823610305786133,output,dev,What is the capital and largest city of russia,280
918,London,0.37771451473236084,0.06422185897827148,average,dev,What is the capital and largest city of england,280
919,London,19.757104873657227,9.121099472045898,output,dev,What is the capital and largest city of england,280
920,Rouble,-3.589479446411133,3.999479293823242,average,dev,What 's the currency in russia,280
921,Rouble,-23.245628356933594,8.592291831970215,output,dev,What 's the currency in russia,280
922,Pound,0.821586012840271,4.073464870452881,average,dev,What 's the currency in england,280
923,Pound,-1.1748234033584595,-1.1903345584869385,output,dev,What 's the currency in england,280
924,Moscow,-4.119471549987793,-1.0680712461471558,average,dev,What 's the capital of russia,280
925,Moscow,-7.316298007965088,18.006685256958008,output,dev,What 's the capital of russia,280
926,London,0.29159367084503174,-0.9940857887268066,average,dev,What 's the capital of england,280
927,London,21.937803268432617,10.347990036010742,output,dev,What 's the capital of england,280
928,Rouble,-4.753479480743408,4.251523971557617,average,train,What is this currency of russia,290
929,Rouble,-26.881254196166992,10.030006408691406,output,train,What is this currency of russia,290
930,Pound,-0.31829607486724854,4.329596996307373,average,train,What is this currency of england,290
931,Pound,-2.5871763229370117,-0.8644993901252747,output,train,What is this currency of england,290
932,Moscow,-4.430047512054443,0.040688276290893555,average,train,What is this capital of russia,290
933,Moscow,-11.914408683776855,16.975337982177734,output,train,What is this capital of russia,290
934,London,0.005135774612426758,0.11876106262207031,average,train,What is this capital of england,290
935,London,18.7008056640625,8.907400131225586,output,train,What is this capital of england,290
936,Rouble,-4.50467586517334,3.6245408058166504,average,train,What 's russia 's currency,290
937,Rouble,-28.19647216796875,10.780243873596191,output,train,What 's russia 's currency,290
938,Pound,-0.06949271261692047,3.702613353729248,average,train,What 's england 's currency,290
939,Pound,-3.122408866882324,-0.5566563606262207,output,train,What 's england 's currency,290
940,Moscow,-4.181243896484375,-0.5862951278686523,average,train,What 's russia 's capital,290
941,Moscow,-9.132551193237305,19.655149459838867,output,train,What 's russia 's capital,290
942,London,0.2539391815662384,-0.5082225799560547,average,train,What 's england 's capital,290
943,London,21.673091888427734,11.482233047485352,output,train,What 's england 's capital,290
944,Rouble,-3.5247530937194824,5.05288553237915,average,dev,What currency is used in russia,290
945,Rouble,-24.11661720275879,8.75908088684082,output,dev,What currency is used in russia,290
946,Pound,0.9104302525520325,5.130958557128906,average,dev,What currency is used in england,290
947,Pound,-1.5517098903656006,-1.1546710729599,output,dev,What currency is used in england,290
948,Moscow,-4.050043106079102,-0.03084278106689453,average,dev,What is the capital and largest city of russia,290
949,Moscow,-9.926960945129395,17.295076370239258,output,dev,What is the capital and largest city of russia,290
950,London,0.38514018058776855,0.04723000526428223,average,dev,What is the capital and largest city of england,290
951,London,20.29935073852539,9.32917594909668,output,dev,What is the capital and largest city of england,290
952,Rouble,-3.6054935455322266,4.006173133850098,average,dev,What 's the currency in russia,290
953,Rouble,-23.9506778717041,8.80154800415039,output,dev,What 's the currency in russia,290
954,Pound,0.8296897411346436,4.084245681762695,average,dev,What 's the currency in england,290
955,Pound,-1.2249095439910889,-1.203441858291626,output,dev,What 's the currency in england,290
956,Moscow,-4.130783557891846,-1.077555537223816,average,dev,What 's the capital of russia,290
957,Moscow,-7.431650161743164,18.434595108032227,output,dev,What 's the capital of russia,290
958,London,0.30439960956573486,-0.9994827508926392,average,dev,What 's the capital of england,290
959,London,22.467863082885742,10.517465591430664,output,dev,What 's the capital of england,290
960,Rouble,-4.778284072875977,4.237675666809082,average,train,What is this currency of russia,300
961,Rouble,-27.68189811706543,10.274837493896484,output,train,What is this currency of russia,300
962,Pound,-0.32030582427978516,4.319377422332764,average,train,What is this currency of england,300
963,Pound,-2.68402099609375,-0.8732653260231018,output,train,What is this currency of england,300
964,Moscow,-4.448006629943848,0.016376733779907227,average,train,What is this capital of russia,300
965,Moscow,-12.04029655456543,17.437057495117188,output,train,What is this capital of russia,300
966,London,0.009971380233764648,0.09807837009429932,average,train,What is this capital of england,300
967,London,19.222999572753906,9.125133514404297,output,train,What is this capital of england,300
968,Rouble,-4.5155181884765625,3.6365795135498047,average,train,What 's russia 's currency,300
969,Rouble,-28.924341201782227,10.989629745483398,output,train,What 's russia 's currency,300
970,Pound,-0.05754008889198303,3.7182810306549072,average,train,What 's england 's currency,300
971,Pound,-3.1687581539154053,-0.5894371867179871,output,train,What 's england 's currency,300
972,Moscow,-4.185241222381592,-0.5847194194793701,average,train,What 's russia 's capital,300
973,Moscow,-9.29649543762207,20.020671844482422,output,train,What 's russia 's capital,300
974,London,0.27273693680763245,-0.5030179023742676,average,train,What 's england 's capital,300
975,London,22.133867263793945,11.611930847167969,output,train,What 's england 's capital,300
976,Rouble,-3.544337511062622,5.048332214355469,average,dev,What currency is used in russia,300
977,Rouble,-24.828960418701172,8.96632194519043,output,dev,What currency is used in russia,300
978,Pound,0.9136408567428589,5.13003396987915,average,dev,What currency is used in england,300
979,Pound,-1.6222320795059204,-1.163023829460144,output,dev,What currency is used in england,300
980,Moscow,-4.06539249420166,-0.0505068302154541,average,dev,What is the capital and largest city of russia,300
981,Moscow,-10.033551216125488,17.73303985595703,output,dev,What is the capital and largest city of russia,300
982,London,0.39258575439453125,0.03119480609893799,average,dev,What is the capital and largest city of england,300
983,London,20.826475143432617,9.523483276367188,output,dev,What is the capital and largest city of england,300
984,Rouble,-3.6194019317626953,4.012239456176758,average,dev,What 's the currency in russia,300
985,Rouble,-24.611116409301758,8.98841381072998,output,dev,What 's the currency in russia,300
986,Pound,0.8385764360427856,4.0939412117004395,average,dev,What 's the currency in england,300
987,Pound,-1.2710344791412354,-1.2167794704437256,output,dev,What 's the currency in england,300
988,Moscow,-4.1404571533203125,-1.086599588394165,average,dev,What 's the capital of russia,300
989,Moscow,-7.523029327392578,18.829978942871094,output,dev,What 's the capital of russia,300
990,London,0.317521333694458,-1.004897952079773,average,dev,What 's the capital of england,300
991,London,22.985803604125977,10.67418098449707,output,dev,What 's the capital of england,300
992,Rouble,-4.80258846282959,4.224246978759766,average,train,What is this currency of russia,310
993,Rouble,-28.471559524536133,10.515931129455566,output,train,What is this currency of russia,310
994,Pound,-0.32440292835235596,4.308985710144043,average,train,What is this currency of england,310
995,Pound,-2.7826457023620605,-0.8809235095977783,output,train,What is this currency of england,310
996,Moscow,-4.464831352233887,-0.0066536664962768555,average,train,What is this capital of russia,310
997,Moscow,-12.165365219116211,17.87761116027832,output,train,What is this capital of russia,310
998,London,0.01335453987121582,0.07808518409729004,average,train,What is this capital of england,310
999,London,19.71660614013672,9.337616920471191,output,train,What is this capital of england,310
1000,Rouble,-4.534677982330322,3.6464920043945312,average,train,What 's russia 's currency,310
1001,Rouble,-29.691661834716797,11.217881202697754,output,train,What 's russia 's currency,310
1002,Pound,-0.056492097675800323,3.7312307357788086,average,train,What 's england 's currency,310
1003,Pound,-3.290432929992676,-0.5851303935050964,output,train,What 's england 's currency,310
1004,Moscow,-4.196920394897461,-0.5844087600708008,average,train,What 's russia 's capital,310
1005,Moscow,-9.517427444458008,20.384859085083008,output,train,What 's russia 's capital,310
1006,London,0.2812654674053192,-0.49966979026794434,average,train,What 's england 's capital,310
1007,London,22.530160903930664,11.749616622924805,output,train,What 's england 's capital,310
1008,Rouble,-3.564631938934326,5.043636322021484,average,dev,What currency is used in russia,310
1009,Rouble,-25.54340171813965,9.176177978515625,output,dev,What currency is used in russia,310
1010,Pound,0.9135538339614868,5.128375053405762,average,dev,What currency is used in england,310
1011,Pound,-1.6988897323608398,-1.1690140962600708,output,dev,What currency is used in england,310
1012,Moscow,-4.080211639404297,-0.06917083263397217,average,dev,What is the capital and largest city of russia,310
1013,Moscow,-10.14471435546875,18.151670455932617,output,dev,What is the capital and largest city of russia,310
1014,London,0.39797401428222656,0.015568017959594727,average,dev,What is the capital and largest city of england,310
1015,London,21.321741104125977,9.713777542114258,output,dev,What is the capital and largest city of england,310
1016,Rouble,-3.6381263732910156,4.017030715942383,average,dev,What 's the currency in russia,310
1017,Rouble,-25.294973373413086,9.187286376953125,output,dev,What 's the currency in russia,310
1018,Pound,0.8400594592094421,4.10176944732666,average,dev,What 's the currency in england,310
1019,Pound,-1.333493947982788,-1.2245985269546509,output,dev,What 's the currency in england,310
1020,Moscow,-4.153706073760986,-1.0957762002944946,average,dev,What 's the capital of russia,310
1021,Moscow,-7.644542217254639,19.213716506958008,output,dev,What 's the capital of russia,310
1022,London,0.32447969913482666,-1.0110373497009277,average,dev,What 's the capital of england,310
1023,London,23.456520080566406,10.831405639648438,output,dev,What 's the capital of england,310
1024,Rouble,-4.822422027587891,4.212099075317383,average,train,What is this currency of russia,320
1025,Rouble,-29.184783935546875,10.719193458557129,output,train,What is this currency of russia,320
1026,Pound,-0.3238793611526489,4.2997565269470215,average,train,What is this currency of england,320
1027,Pound,-2.867363691329956,-0.8918978571891785,output,train,What is this currency of england,320
1028,Moscow,-4.478957176208496,-0.028044462203979492,average,train,What is this capital of russia,320
1029,Moscow,-12.258277893066406,18.283641815185547,output,train,What is this capital of russia,320
1030,London,0.019585847854614258,0.05961310863494873,average,train,What is this capital of england,320
1031,London,20.214859008789062,9.530677795410156,output,train,What is this capital of england,320
1032,Rouble,-4.545453071594238,3.6567564010620117,average,train,What 's russia 's currency,320
1033,Rouble,-30.35807991027832,11.397431373596191,output,train,What 's russia 's currency,320
1034,Pound,-0.04691009968519211,3.7444138526916504,average,train,What 's england 's currency,320
1035,Pound,-3.3344576358795166,-0.617241382598877,output,train,What 's england 's currency,320
1036,Moscow,-4.2019877433776855,-0.5833868980407715,average,train,What 's russia 's capital,320
1037,Moscow,-9.67254638671875,20.70854949951172,output,train,What 's russia 's capital,320
1038,London,0.29655513167381287,-0.4957292079925537,average,train,What 's england 's capital,320
